order_id,customer_id,product_id,quantity,order_timestamp,payment_method,status,shipping_city,order_value
23,69,48,5,2025-11-17T07:17:09.498280Z,UPI,Cancelled,Yamunanagar,338263.7
24,52,28,5,2025-11-17T07:17:09.498280Z,UPI,Completed,Amroha,142628.05
25,64,9,5,2025-11-17T07:17:09.498280Z,Credit Card,Shipped,Ozhukarai,385105.0
26,81,8,2,2025-11-17T07:17:09.498280Z,Debit Card,Shipped,Ballia,52514.2
27,9,28,5,2025-11-17T07:17:09.498280Z,Net Banking,Completed,Bhilwara,142628.05
28,33,30,5,2025-11-17T07:17:09.498280Z,Cash on Delivery,Shipped,Noida,411669.6
29,88,1,1,2025-11-17T07:17:09.498280Z,Cash on Delivery,Shipped,Kochi,11495.91
30,15,50,3,2025-11-17T07:17:09.498280Z,UPI,Completed,Aizawl,79877.88
31,93,30,1,2025-11-17T07:17:09.498280Z,Wallet,Completed,Machilipatnam,82333.92
32,65,33,2,2025-11-17T07:17:09.498280Z,Credit Card,Shipped,Kochi,97290.52
33,78,20,5,2025-11-17T07:17:09.498280Z,Debit Card,Completed,Arrah,288534.9
34,70,49,2,2025-11-17T07:17:09.498280Z,Cash on Delivery,Delivered,Muzaffarnagar,115586.54
35,63,39,3,2025-11-17T07:17:09.498280Z,Credit Card,Completed,Morena,30403.59
36,31,24,3,2025-11-17T07:17:09.498280Z,Credit Card,Completed,Malda,9535.17
37,11,37,1,2025-11-17T07:17:09.498280Z,Wallet,Completed,Vijayanagaram,46003.51
38,99,5,5,2025-11-17T07:17:09.498280Z,Debit Card,Completed,Siwan,163688.3
39,22,31,5,2025-11-17T07:17:09.498280Z,UPI,Pending,Shahjahanpur,65572.9
40,28,39,4,2025-11-17T07:17:09.498280Z,Cash on Delivery,Shipped,Hajipur,40538.12
41,92,45,2,2025-11-17T07:17:09.498280Z,UPI,Completed,Dehri,155021.88
42,57,43,3,2025-11-17T07:17:09.498280Z,Cash on Delivery,Completed,Solapur,268953.27
43,9,16,2,2025-11-17T07:17:09.498280Z,UPI,Completed,Ghaziabad,109876.1
44,76,36,2,2025-11-17T07:17:09.498280Z,Debit Card,Completed,Chapra,39944.14
45,30,46,1,2025-11-17T07:17:09.498280Z,Credit Card,Delivered,Dehradun,61320.42
46,66,22,1,2025-11-17T07:17:09.498280Z,Debit Card,Completed,Saharsa,75902.82
47,70,32,2,2025-11-17T07:17:09.498280Z,Debit Card,Cancelled,Bhiwandi,44842.98
48,61,37,5,2025-11-17T07:17:09.498280Z,Debit Card,Shipped,Ballia,230017.55
49,13,27,2,2025-11-17T07:17:09.498280Z,Credit Card,Cancelled,Mysore,102350.1
50,53,23,4,2025-11-17T07:17:09.498280Z,Net Banking,Shipped,Pimpri-Chinchwad,21266.52
51,8,4,1,2025-11-17T07:17:09.498280Z,Net Banking,Cancelled,Mira-Bhayandar,55780.22
52,25,7,2,2025-11-17T07:17:09.498280Z,Debit Card,Pending,Sirsa,119228.64
53,24,9,4,2025-11-17T07:17:09.498280Z,UPI,Completed,Karaikudi,308084.0
54,71,5,4,2025-11-17T07:17:09.498280Z,Credit Card,Completed,Aizawl,130950.64
55,12,35,1,2025-11-17T07:17:09.498280Z,Debit Card,Completed,Tenali,52641.9
56,28,32,4,2025-11-17T07:17:09.498280Z,Net Banking,Delivered,Delhi,89685.96
57,1,11,4,2025-11-17T07:17:09.498280Z,Net Banking,Completed,Adoni,163879.6
58,55,30,3,2025-11-17T07:17:09.498280Z,Wallet,Delivered,Ranchi,247001.76
59,20,36,4,2025-11-17T07:17:09.498280Z,Debit Card,Completed,Hapur,79888.28
60,95,4,5,2025-11-17T07:17:09.498280Z,Cash on Delivery,Completed,Hosur,278901.1
61,7,21,1,2025-11-17T07:17:09.498280Z,Cash on Delivery,Completed,Coimbatore,19998.48
62,8,34,2,2025-11-17T07:17:09.498280Z,Cash on Delivery,Completed,Patna,105472.72
63,77,12,1,2025-11-17T07:17:09.498280Z,Credit Card,Cancelled,Alappuzha,33024.45
64,16,16,4,2025-11-17T07:17:09.498280Z,Cash on Delivery,Completed,Bhavnagar,219752.2
65,80,39,1,2025-11-17T07:17:09.498280Z,Credit Card,Completed,Dindigul,10134.53
66,67,38,5,2025-11-17T07:17:09.498280Z,UPI,Delivered,Sultan Pur Majra,340463.3
67,31,14,3,2025-11-17T07:17:09.498280Z,UPI,Completed,Gandhinagar,72740.73
68,59,43,3,2025-11-17T07:17:09.498280Z,UPI,Delivered,Panvel,268953.27
69,59,5,1,2025-11-17T07:17:09.498280Z,Cash on Delivery,Delivered,Karnal,32737.66
70,69,7,1,2025-11-17T07:17:09.498280Z,Debit Card,Pending,Mangalore,59614.32
71,9,9,3,2025-11-17T07:17:09.498280Z,Debit Card,Completed,Dehri,231063.0
72,70,11,4,2025-11-17T07:17:09.498280Z,Wallet,Completed,Rajahmundry,163879.6
73,2,42,5,2025-11-17T07:17:09.498280Z,Wallet,Shipped,Lucknow,174063.15
74,18,20,1,2025-11-17T07:17:09.498280Z,UPI,Completed,Madhyamgram,57706.98
75,20,7,5,2025-11-17T07:17:09.498280Z,UPI,Completed,Katihar,298071.6
76,27,14,3,2025-11-17T07:17:09.498280Z,Wallet,Pending,Berhampur,72740.73
77,63,17,5,2025-11-17T07:17:09.498280Z,UPI,Delivered,Jaunpur,241056.75
78,82,4,1,2025-11-17T07:17:09.498280Z,Net Banking,Shipped,Bhatpara,55780.22
79,43,3,1,2025-11-17T07:17:09.498280Z,Debit Card,Pending,Maheshtala,26597.09
80,95,17,2,2025-11-17T07:17:09.498280Z,Net Banking,Pending,Patna,96422.7
81,2,28,5,2025-11-17T07:17:09.498280Z,Credit Card,Completed,Srikakulam,142628.05
82,70,45,2,2025-11-17T07:17:09.498280Z,Credit Card,Shipped,New Delhi,155021.88
83,19,38,5,2025-11-17T07:17:09.498280Z,Net Banking,Completed,Jabalpur,340463.3
84,6,20,3,2025-11-17T07:17:09.498280Z,UPI,Completed,Hindupur,173120.94
85,46,16,1,2025-11-17T07:17:09.498280Z,Cash on Delivery,Shipped,Amroha,54938.05
86,96,27,5,2025-11-17T07:17:09.498280Z,Debit Card,Delivered,Sambalpur,255875.25
87,23,16,2,2025-11-17T07:17:09.499509Z,Net Banking,Completed,Rewa,109876.1
88,53,48,3,2025-11-17T07:17:09.499509Z,Wallet,Shipped,Muzaffarpur,202958.22
89,21,16,3,2025-11-17T07:17:09.499509Z,Wallet,Completed,Pimpri-Chinchwad,164814.15
90,29,3,4,2025-11-17T07:17:09.499509Z,Debit Card,Shipped,Ambala,106388.36
91,40,30,3,2025-11-17T07:17:09.499509Z,Debit Card,Completed,Muzaffarpur,247001.76
92,52,43,2,2025-11-17T07:17:09.499509Z,UPI,Completed,Gangtok,179302.18
93,45,5,3,2025-11-17T07:17:09.499509Z,Wallet,Pending,Patiala,98212.98
94,43,44,5,2025-11-17T07:17:09.499509Z,Credit Card,Completed,Asansol,114254.25
95,75,17,2,2025-11-17T07:17:09.499509Z,UPI,Completed,Haridwar,96422.7
96,45,39,4,2025-11-17T07:17:09.499509Z,Wallet,Shipped,Panipat,40538.12
97,66,28,5,2025-11-17T07:17:09.499509Z,Credit Card,Completed,Proddatur,142628.05
98,33,37,2,2025-11-17T07:17:09.499509Z,Credit Card,Cancelled,Purnia,92007.02
99,69,1,5,2025-11-17T07:17:09.499509Z,Wallet,Cancelled,Nashik,57479.55
100,47,48,2,2025-11-17T07:17:09.499509Z,Net Banking,Completed,Eluru,135305.48
101,80,43,3,2025-11-17T07:17:09.499509Z,UPI,Cancelled,Erode,268953.27
102,65,8,3,2025-11-17T07:17:09.499509Z,UPI,Cancelled,Jalgaon,78771.3
103,90,21,4,2025-11-17T07:17:09.499509Z,UPI,Pending,Gandhinagar,79993.92
104,86,13,4,2025-11-17T07:17:09.499509Z,Net Banking,Cancelled,Siwan,128667.12
105,73,12,5,2025-11-17T07:17:09.499509Z,UPI,Completed,New Delhi,165122.25
106,37,1,3,2025-11-17T07:17:09.499509Z,Debit Card,Completed,Dewas,34487.73
107,84,38,5,2025-11-17T07:17:09.499509Z,UPI,Completed,Madhyamgram,340463.3
108,66,29,2,2025-11-17T07:17:09.499509Z,Net Banking,Shipped,Kishanganj,90160.08
109,85,48,2,2025-11-17T07:17:09.499509Z,Credit Card,Completed,Erode,135305.48
110,43,43,5,2025-11-17T07:17:09.499509Z,Credit Card,Shipped,Munger,448255.45
111,87,49,2,2025-11-17T07:17:09.499509Z,UPI,Completed,Rohtak,115586.54
112,4,13,2,2025-11-17T07:17:09.499509Z,Credit Card,Completed,Bathinda,64333.56
113,99,31,5,2025-11-17T07:17:09.499509Z,Credit Card,Completed,Hospet,65572.9
114,25,41,5,2025-11-17T07:17:09.499509Z,Wallet,Cancelled,Tiruchirappalli,190833.75
115,32,32,4,2025-11-17T07:17:09.499509Z,Debit Card,Cancelled,Faridabad,89685.96
116,100,1,1,2025-11-17T07:17:09.499509Z,Net Banking,Completed,Burhanpur,11495.91
117,60,45,5,2025-11-17T07:17:09.499509Z,Credit Card,Pending,Srinagar,387554.7
118,18,8,4,2025-11-17T07:17:09.499509Z,Net Banking,Cancelled,Dharmavaram,105028.4
119,41,36,5,2025-11-17T07:17:09.499509Z,Net Banking,Pending,Nangloi Jat,99860.35
120,55,47,5,2025-11-17T07:17:09.499509Z,Cash on Delivery,Completed,Thoothukudi,307242.1
121,58,11,4,2025-11-17T07:17:09.499509Z,UPI,Shipped,Kanpur,163879.6
122,99,41,3,2025-11-17T07:17:09.499509Z,Cash on Delivery,Completed,Jhansi,114500.25
123,57,16,3,2025-11-17T07:17:09.499509Z,Credit Card,Cancelled,Nangloi Jat,164814.15
124,43,16,3,2025-11-17T07:17:09.499509Z,UPI,Shipped,Mahbubnagar,164814.15
125,20,6,2,2025-11-17T07:17:09.499509Z,Debit Card,Completed,Sikar,126998.18
126,9,10,2,2025-11-17T07:17:09.499509Z,Net Banking,Completed,Suryapet,18717.66
127,54,35,4,2025-11-17T07:17:09.499509Z,Credit Card,Completed,Ichalkaranji,210567.6
128,99,27,4,2025-11-17T07:17:09.499509Z,Cash on Delivery,Delivered,Kirari Suleman Nagar,204700.2
129,49,2,5,2025-11-17T07:17:09.499509Z,Net Banking,Completed,Aizawl,171267.65
130,97,23,3,2025-11-17T07:17:09.499509Z,Net Banking,Shipped,Karimnagar,15949.89
131,96,27,5,2025-11-17T07:17:09.499509Z,Wallet,Pending,Kirari Suleman Nagar,255875.25
132,63,39,2,2025-11-17T07:17:09.499509Z,Debit Card,Completed,Nandyal,20269.06
133,50,32,1,2025-11-17T07:17:09.499509Z,UPI,Cancelled,Kurnool,22421.49
134,60,26,2,2025-11-17T07:17:09.499509Z,Debit Card,Delivered,Satara,38448.32
135,51,35,1,2025-11-17T07:17:09.499509Z,Cash on Delivery,Pending,Ranchi,52641.9
136,83,2,1,2025-11-17T07:17:09.499509Z,Net Banking,Completed,Ulhasnagar,34253.53
137,7,30,2,2025-11-17T07:17:09.499509Z,UPI,Completed,Bhilwara,164667.84
138,42,14,4,2025-11-17T07:17:09.499509Z,UPI,Shipped,Sagar,96987.64
139,97,25,3,2025-11-17T07:17:09.499509Z,Net Banking,Completed,Thiruvananthapuram,108850.44
140,3,6,4,2025-11-17T07:17:09.499509Z,Wallet,Pending,Berhampur,253996.36
141,84,23,2,2025-11-17T07:17:09.499509Z,Credit Card,Shipped,Jehanabad,10633.26
142,97,42,1,2025-11-17T07:17:09.499509Z,Credit Card,Delivered,Panchkula,34812.63
143,80,13,1,2025-11-17T07:17:09.499509Z,Debit Card,Completed,Bardhaman,32166.78
144,73,31,1,2025-11-17T07:17:09.499509Z,Debit Card,Completed,Pallavaram,13114.58
145,22,17,3,2025-11-17T07:17:09.499509Z,Cash on Delivery,Pending,Gulbarga,144634.05
146,100,48,1,2025-11-17T07:17:09.499509Z,Debit Card,Delivered,Gulbarga,67652.74
147,4,7,5,2025-11-17T07:17:09.499509Z,UPI,Pending,Bongaigaon,298071.6
148,92,25,4,2025-11-17T07:17:09.499509Z,Debit Card,Completed,Udaipur,145133.92
149,14,45,2,2025-11-17T07:17:09.499509Z,Wallet,Shipped,Loni,155021.88
150,16,44,5,2025-11-17T07:17:09.499509Z,Cash on Delivery,Shipped,Aurangabad,114254.25
151,55,23,5,2025-11-17T07:17:09.499509Z,Wallet,Completed,Chennai,26583.15
152,2,33,3,2025-11-17T07:17:09.499509Z,Net Banking,Shipped,Durgapur,145935.78
153,47,7,4,2025-11-17T07:17:09.499509Z,Wallet,Shipped,Jabalpur,238457.28
154,56,30,2,2025-11-17T07:17:09.499509Z,Debit Card,Cancelled,Bangalore,164667.84
155,79,42,3,2025-11-17T07:17:09.499509Z,Cash on Delivery,Shipped,Dibrugarh,104437.89
156,94,30,4,2025-11-17T07:17:09.499509Z,Cash on Delivery,Completed,Dindigul,329335.68
157,36,16,1,2025-11-17T07:17:09.499509Z,Net Banking,Completed,Tadipatri,54938.05
158,79,30,5,2025-11-17T07:17:09.499509Z,Wallet,Completed,Morbi,411669.6
159,42,2,4,2025-11-17T07:17:09.499509Z,Debit Card,Completed,Chennai,137014.12
160,44,23,3,2025-11-17T07:17:09.499509Z,UPI,Shipped,Ahmedabad,15949.89
161,72,45,3,2025-11-17T07:17:09.499509Z,Credit Card,Pending,Bettiah,232532.82
162,31,13,1,2025-11-17T07:17:09.499509Z,Wallet,Completed,Jorhat,32166.78
163,89,36,2,2025-11-17T07:17:09.499509Z,Net Banking,Pending,Pune,39944.14
164,3,32,4,2025-11-17T07:17:09.499509Z,Credit Card,Completed,Mangalore,89685.96
165,40,26,2,2025-11-17T07:17:09.499509Z,Wallet,Pending,Jalandhar,38448.32
166,68,31,5,2025-11-17T07:17:09.499509Z,UPI,Completed,New Delhi,65572.9
167,43,48,5,2025-11-17T07:17:09.499509Z,UPI,Cancelled,Udupi,338263.7
168,33,18,3,2025-11-17T07:17:09.499509Z,Debit Card,Completed,Raichur,44868.6
169,16,13,3,2025-11-17T07:17:09.499509Z,Wallet,Pending,Sikar,96500.34
170,25,49,2,2025-11-17T07:17:09.499509Z,Debit Card,Cancelled,Dindigul,115586.54
171,98,18,5,2025-11-17T07:17:09.499509Z,Cash on Delivery,Pending,Jaunpur,74781.0
172,38,7,2,2025-11-17T07:17:09.499509Z,Debit Card,Completed,Kamarhati,119228.64
173,91,20,1,2025-11-17T07:17:09.499509Z,Cash on Delivery,Completed,Jodhpur,57706.98
174,71,3,1,2025-11-17T07:17:09.499509Z,UPI,Cancelled,Tiruchirappalli,26597.09
175,14,9,4,2025-11-17T07:17:09.499509Z,Credit Card,Pending,Nadiad,308084.0
176,57,31,4,2025-11-17T07:17:09.499509Z,UPI,Completed,Suryapet,52458.32
177,62,4,3,2025-11-17T07:17:09.499509Z,Credit Card,Shipped,Pimpri-Chinchwad,167340.66
178,10,26,4,2025-11-17T07:17:09.499509Z,Cash on Delivery,Pending,Tirunelveli,76896.64
179,20,4,2,2025-11-17T07:17:09.499509Z,Cash on Delivery,Delivered,Panchkula,111560.44
180,16,6,2,2025-11-17T07:17:09.499509Z,Cash on Delivery,Shipped,Bathinda,126998.18
181,80,39,5,2025-11-17T07:17:09.499509Z,Debit Card,Shipped,Dehri,50672.65
182,57,25,4,2025-11-17T07:17:09.499509Z,UPI,Shipped,Berhampur,145133.92
183,73,28,3,2025-11-17T07:17:09.499509Z,Cash on Delivery,Completed,Tezpur,85576.83
184,98,48,1,2025-11-17T07:17:09.499509Z,Debit Card,Pending,Gopalpur,67652.74
185,21,17,1,2025-11-17T07:17:09.499509Z,Debit Card,Completed,Aurangabad,48211.35
186,1,5,2,2025-11-17T07:17:09.499509Z,Net Banking,Completed,Tinsukia,65475.32
187,38,39,4,2025-11-17T07:17:09.499509Z,Credit Card,Completed,Mangalore,40538.12
188,90,46,3,2025-11-17T07:17:09.499509Z,Net Banking,Completed,Pune,183961.26
189,81,15,3,2025-11-17T07:17:09.499509Z,Cash on Delivery,Cancelled,Dharmavaram,184839.69
190,15,13,4,2025-11-17T07:17:09.499509Z,Cash on Delivery,Completed,Sikar,128667.12
191,19,10,3,2025-11-17T07:17:09.499509Z,Credit Card,Completed,Dewas,28076.49
192,96,20,5,2025-11-17T07:17:09.499509Z,Cash on Delivery,Delivered,Phusro,288534.9
193,60,29,1,2025-11-17T07:17:09.499509Z,Wallet,Completed,Tezpur,45080.04
194,65,26,3,2025-11-17T07:17:09.499509Z,Cash on Delivery,Completed,Panvel,57672.48
195,6,6,5,2025-11-17T07:17:09.499509Z,Net Banking,Cancelled,Yamunanagar,317495.45
196,4,39,3,2025-11-17T07:17:09.499509Z,Credit Card,Completed,Vijayawada,30403.59
197,76,44,5,2025-11-17T07:17:09.499509Z,Credit Card,Delivered,Meerut,114254.25
198,74,44,3,2025-11-17T07:17:09.499509Z,Credit Card,Shipped,Junagadh,68552.55
199,67,12,4,2025-11-17T07:17:09.499509Z,Wallet,Completed,Aurangabad,132097.8
200,75,18,2,2025-11-17T07:17:09.499509Z,Net Banking,Pending,Mahbubnagar,29912.4
